path,categories,uz,total_hits,ext,trace
Прочее\p13-od-2015.pdf,{},NO_PDN,0,.pdf,
Прочее\P13-OD.pdf,{},NO_PDN,0,.pdf,
Прочее\P130_31012020.pdf,{},NO_PDN,0,.pdf,
Прочее\p1311_07.06.2024.pdf,{},NO_PDN,0,.pdf,
Прочее\p1312_07.06.2024.pdf,{},NO_PDN,0,.pdf,
Прочее\p1326_10.06.2024.pdf,{},NO_PDN,0,.pdf,
Прочее\p1327_10.06.2024.pdf,{},NO_PDN,0,.pdf,
Прочее\P1355_11.06.2024.pdf,{},NO_PDN,0,.pdf,
Прочее\P138_16.05.2023.pdf,{'обычные': 9},УЗ-3,9,.pdf,
Прочее\P142_22.05.2023.pdf,"{'обычные': 41, 'специальные': 1}",УЗ-1,42,.pdf,
Прочее\p145od-2017.pdf,{},NO_PDN,0,.pdf,
Прочее\P146_24.05.2023.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\P148.pdf,{},NO_PDN,0,.pdf,
Прочее\P148_25.05.2023.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\P1505.pdf,{},NO_PDN,0,.pdf,
Прочее\P1569.pdf,{},NO_PDN,0,.pdf,
Прочее\P1657.pdf,{},NO_PDN,0,.pdf,
Прочее\P1676_16.07.2024.pdf,{},NO_PDN,0,.pdf,
Прочее\P17-OD_19.01.2015.pdf,{},NO_PDN,0,.pdf,
Прочее\P1774.pdf,{},NO_PDN,0,.pdf,
Прочее\P1895_24.08.2024.pdf,{},NO_PDN,0,.pdf,
Прочее\P197.pdf,{},NO_PDN,0,.pdf,
Прочее\P201-OD.pdf,"{'обычные': 36, 'специальные': 1}",УЗ-1,37,.pdf,
Прочее\P207_23.06.2023.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\P2243.pdf,{},NO_PDN,0,.pdf,
Прочее\P2244.pdf,{},NO_PDN,0,.pdf,
Прочее\P232_18.07.2023.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\P24.pdf,{},NO_PDN,0,.pdf,
Прочее\P2402_28_12_2018.pdf,{},NO_PDN,0,.pdf,
Прочее\P248_2022.pdf,"{'обычные': 2, 'специальные': 1}",УЗ-1,3,.pdf,
Прочее\p2683.pdf,{},NO_PDN,0,.pdf,
Прочее\P280_01.11.2024.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\P285-OD_24_10_2017_0.pdf,{},NO_PDN,0,.pdf,
Прочее\p2914_26.12.2024.pdf,{},NO_PDN,0,.pdf,
Прочее\p294-od-2016.pdf,{},NO_PDN,0,.pdf,
Прочее\P300.pdf,{},NO_PDN,0,.pdf,
Прочее\p318-od-2014.pdf,{},NO_PDN,0,.pdf,
Прочее\P319-OD_IFSPN.pdf,{},NO_PDN,0,.pdf,
Прочее\P321-OD_APP.pdf,{},NO_PDN,0,.pdf,
Прочее\P324_OD.pdf,{},NO_PDN,0,.pdf,
Прочее\P326-OD.pdf,{},NO_PDN,0,.pdf,
Прочее\P346_24.08.2015.pdf,{},NO_PDN,0,.pdf,
Прочее\p348-od-2014.pdf,{},NO_PDN,0,.pdf,
Прочее\p37-od2015.pdf,{},NO_PDN,0,.pdf,
Прочее\P374_12.03.20.pdf,{},NO_PDN,0,.pdf,
Прочее\P375_12.03.20.pdf,{},NO_PDN,0,.pdf,
Прочее\P38-OD_NIIMVS.pdf,{},NO_PDN,0,.pdf,
Прочее\P383-OD_NIIRTPU.pdf,{},NO_PDN,0,.pdf,
Прочее\P39-OD.pdf,{},NO_PDN,0,.pdf,
Прочее\P406.pdf,{},NO_PDN,0,.pdf,
Прочее\P42-OD_NIIFOH.pdf,{},NO_PDN,0,.pdf,
Прочее\P428-OD stading order about ITA.pdf,{},NO_PDN,0,.pdf,
Прочее\P429_13.03.2024.pdf,{},NO_PDN,0,.pdf,
Прочее\P431_13.03.2024.pdf,{},NO_PDN,0,.pdf,
Прочее\P438.pdf,{},NO_PDN,0,.pdf,
Прочее\P476_NK_02.06.2025.pdf,{},NO_PDN,0,.pdf,
Прочее\P510.pdf,{},NO_PDN,0,.pdf,
Прочее\P537.pdf,{},NO_PDN,0,.pdf,
Прочее\P56-OD.pdf,{},NO_PDN,0,.pdf,
Прочее\P562_14.04.20.pdf,{},NO_PDN,0,.pdf,
Прочее\P581-NK_11-06-2024.pdf,{},NO_PDN,0,.pdf,
Прочее\p590-od2014.pdf,{},NO_PDN,0,.pdf,
Прочее\P590.pdf,{},NO_PDN,0,.pdf,
Прочее\P605.pdf,{},NO_PDN,0,.pdf,
Прочее\P639.pdf,{},NO_PDN,0,.pdf,
Прочее\p64od2016.pdf,{},NO_PDN,0,.pdf,
Прочее\P64_27.03.20.pdf,{},NO_PDN,0,.pdf,
Прочее\P658-OD-standing_order_about_ICTIS.pdf,{},NO_PDN,0,.pdf,
Прочее\P67_24.03.2023.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\p685-od-2014.pdf,{},NO_PDN,0,.pdf,
Прочее\P687_29.04.20.pdf,{},NO_PDN,0,.pdf,
Прочее\p692-od-2014.pdf,{},NO_PDN,0,.pdf,
Прочее\P693_29.04.20.pdf,{},NO_PDN,0,.pdf,
Прочее\P70-OD_29.03.2024.pdf,{},NO_PDN,0,.pdf,
Прочее\P79-OD.pdf,{},NO_PDN,0,.pdf,
Прочее\p805_2021.pdf,"{'обычные': 8, 'специальные': 1}",УЗ-1,9,.pdf,
Прочее\P812_18.04.2024.pdf,{},NO_PDN,0,.pdf,
Прочее\P877_28052020.pdf,{},NO_PDN,0,.pdf,
Прочее\P88-OD_INEP.pdf,{},NO_PDN,0,.pdf,
Прочее\P89-OD.pdf,{},NO_PDN,0,.pdf,
Прочее\P89.pdf,{},NO_PDN,0,.pdf,
Прочее\P902.pdf,{},NO_PDN,0,.pdf,
Прочее\p915 -02.05.24.pdf,{},NO_PDN,0,.pdf,
Прочее\P93-21.01.25.pdf,{},NO_PDN,0,.pdf,
Прочее\P95-OD_o_fakultete.pdf,{},NO_PDN,0,.pdf,
Прочее\P982.pdf,"{'обычные': 50, 'специальные': 2}",УЗ-1,52,.pdf,
Прочее\P984.pdf,{},NO_PDN,0,.pdf,
Прочее\P986.pdf,{},NO_PDN,0,.pdf,
Прочее\P99_290120.pdf,{},NO_PDN,0,.pdf,
Прочее\PAC_968-P.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\pamyatka.pdf,{'обычные': 4},УЗ-4,4,.pdf,
Прочее\patent-2415158.pdf,{},NO_PDN,0,.pdf,
Прочее\PCTE-2025.pdf,"{'обычные': 1, 'биометрические': 1}",УЗ-1,2,.pdf,
Прочее\PDFsam_Расписание-ИГА-2025-1.pdf,{},NO_PDN,0,.pdf,
Прочее\pedagogika.pdf,"{'обычные': 5, 'специальные': 1}",УЗ-1,6,.pdf,
Прочее\ped_d.pdf,"{'обычные': 2, 'специальные': 1}",УЗ-1,3,.pdf,
Прочее\ped_doshk.pdf,{'обычные': 9},УЗ-3,9,.pdf,
Прочее\ped_nach.pdf,"{'обычные': 5, 'специальные': 2}",УЗ-1,7,.pdf,
Прочее\Perechen_poruchenii.pdf,{'обычные': 7},УЗ-3,7,.pdf,
Прочее\Perevod_kolledzh_15.06.16.pdf,{},NO_PDN,0,.pdf,
Прочее\perezachet.docx,{},NO_PDN,0,.docx,
Прочее\pers_data_policy.pdf,{},NO_PDN,0,.pdf,
Прочее\pfhd_2023_01.pdf,"{'обычные': 13, 'государственные': 1, 'платёжные': 5}",УЗ-2,19,.pdf,
Прочее\pfhd_2023_02.pdf,"{'обычные': 13, 'государственные': 1, 'платёжные': 1}",УЗ-2,15,.pdf,
Прочее\pfhd_2024.pdf,"{'обычные': 13, 'государственные': 1, 'платёжные': 4, 'специальные': 1}",УЗ-1,19,.pdf,
Прочее\pfhd_2024_01.pdf,"{'обычные': 13, 'государственные': 1, 'платёжные': 5}",УЗ-2,19,.pdf,
Прочее\pfhd_2024_02.pdf,"{'обычные': 13, 'государственные': 1, 'платёжные': 7}",УЗ-2,21,.pdf,
Прочее\pfhd_2025.pdf,"{'обычные': 13, 'государственные': 1, 'платёжные': 6, 'специальные': 1}",УЗ-1,21,.pdf,
Прочее\pfhd_2025_01.pdf,"{'обычные': 13, 'государственные': 1, 'платёжные': 6}",УЗ-2,20,.pdf,
Прочее\pfhd_2025_02.pdf,"{'обычные': 13, 'государственные': 1, 'платёжные': 3}",УЗ-2,17,.pdf,
Прочее\ph.pdf,{'обычные': 20},УЗ-3,20,.pdf,
Прочее\pharm_d_2025.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\PhD Interview Result July - 2024 session.pdf,{},NO_PDN,0,.pdf,
Прочее\phd-admission-january.pdf,{},NO_PDN,0,.pdf,
Прочее\physical%20Culture%20and%20sport.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\ph_ino.pdf,{'обычные': 20},УЗ-3,20,.pdf,
Прочее\plan-meropriyatij-bgtu-k-80-letiyu-osvobozhdeniya.pdf,"{'обычные': 32, 'специальные': 2}",УЗ-1,34,.pdf,
Прочее\Planes2015_anodual_rus.pdf,{'обычные': 21},УЗ-3,21,.pdf,
Прочее\Planes2015_rus.pdf,{'обычные': 66},УЗ-3,66,.pdf,
Прочее\Planes2016_rus.pdf,"{'обычные': 88, 'специальные': 2}",УЗ-1,90,.pdf,
Прочее\Planes_Aula_Hispánica_2016_rus_osen.doc,{},NO_PDN,0,.doc,
Прочее\Planes_Aula_Hispánica_2017_rus_vesna.doc,{},NO_PDN,0,.doc,
Прочее\plan_r_kons.doc,{},NO_PDN,0,.doc,
Прочее\Plehanov2016.pdf,{},NO_PDN,0,.pdf,
Прочее\podiadok-priema-bakalavr-spets-2025.pdf,{},NO_PDN,0,.pdf,
Прочее\politika-cookies.pdf,{},NO_PDN,0,.pdf,
Прочее\politika-konfidencialnosti.pdf,{},NO_PDN,0,.pdf,
Прочее\politika-obrabotki-dannyh-tassru.docx,"{'обычные': 25, 'специальные': 1}",УЗ-1,26,.docx,
Прочее\politika-opd.pdf,{},NO_PDN,0,.pdf,
Прочее\Politika-PDN.pdf,"{'обычные': 24, 'биометрические': 1, 'специальные': 2}",УЗ-1,27,.pdf,
Прочее\Politika_privatnosti_UB.pdf,"{'обычные': 14, 'специальные': 1}",УЗ-1,15,.pdf,
Прочее\Pologenie_ob_ISiR-YUFU.pdf,{},NO_PDN,0,.pdf,
Прочее\polojenie_AARCHI.pdf,{},NO_PDN,0,.pdf,
Прочее\polojenie_IUES.pdf,{},NO_PDN,0,.pdf,
Прочее\polozhenie-po-okazaniyu-situaczionnoj-pomoshhi-invalidam.pdf,{},NO_PDN,0,.pdf,
Прочее\polozhenieMM.pdf,{},NO_PDN,0,.pdf,
Прочее\polozhenie_econom.pdf,"{'обычные': 15, 'специальные': 1}",УЗ-1,16,.pdf,
Прочее\polozhenie_inst_filol.pdf,{},NO_PDN,0,.pdf,
Прочее\polozhenie_ob_institute_nauk_o_zemle.pdf,{},NO_PDN,0,.pdf,
Прочее\polozhenie_o_thesis_2024.pdf,"{'обычные': 11, 'специальные': 1}",УЗ-1,12,.pdf,
Прочее\polzovatelskoe-soglashenie.pdf,{},NO_PDN,0,.pdf,
Прочее\pol_afkis.pdf,{},NO_PDN,0,.pdf,
Прочее\pol_hightech.pdf,{},NO_PDN,0,.pdf,
Прочее\pol_INEP.pdf,{},NO_PDN,0,.pdf,
Прочее\pol_irtsu.pdf,{},NO_PDN,0,.pdf,
Прочее\poriadok_otbora.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\poriadok_rasheta_10_05_2016.pdf,{},NO_PDN,0,.pdf,
Прочее\poryadok asp 1259.docx,{'обычные': 4},УЗ-4,4,.docx,
Прочее\Poryadok_2017_2.pdf,{},NO_PDN,0,.pdf,
Прочее\Poryadok_2018.pdf,{},NO_PDN,0,.pdf,
Прочее\Poryadok_platn_uslug_25.10.13.pdf,{},NO_PDN,0,.pdf,
Прочее\posih.pdf,{'обычные': 33},УЗ-3,33,.pdf,
Прочее\Postanovlenie Pravitelstva N 568.pdf,{'обычные': 27},УЗ-3,27,.pdf,
Прочее\Poyasneniya_i_rekomendcii_RT_reytingovoy_comissii_2020.pdf,{},NO_PDN,0,.pdf,
Прочее\PP%20BSM%202025.pdf,"{'обычные': 186, 'специальные': 2}",УЗ-1,188,.pdf,
Прочее\pp-bsm.pdf,"{'обычные': 148, 'специальные': 1}",УЗ-1,149,.pdf,
Прочее\pr-321.pdf,{},NO_PDN,0,.pdf,
Прочее\pr.doc,{},NO_PDN,0,.doc,
Прочее\pr.pdf,{},NO_PDN,0,.pdf,
Прочее\pr10_15092012.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\pr125auto.doc,{},NO_PDN,0,.doc,
Прочее\Pr407_11.03.2024.pdf,{},NO_PDN,0,.pdf,
Прочее\Pr430_13.03.2024.pdf,{},NO_PDN,0,.pdf,
Прочее\Pr432_13.03.2024.pdf,{},NO_PDN,0,.pdf,
Прочее\pr5_25102012.pdf,{},NO_PDN,0,.pdf,
Прочее\Pr637_01.04.2024.pdf,{},NO_PDN,0,.pdf,
Прочее\Pr671_04.04.2024.pdf,{},NO_PDN,0,.pdf,
Прочее\pr6_09022013.pdf,{},NO_PDN,0,.pdf,
Прочее\pr7.pdf,{},NO_PDN,0,.pdf,
Прочее\pr8_19042013.pdf,{},NO_PDN,0,.pdf,
Прочее\pr9_05062013.pdf,{},NO_PDN,0,.pdf,
Прочее\pravila-etiki-bgtu.pdf,{},NO_PDN,0,.pdf,
Прочее\pravila-vnutrennego-trudovogo-rasporyadka-bgtu.pdf,"{'обычные': 35, 'специальные': 3}",УЗ-1,38,.pdf,
Прочее\PravilaPriema_2025_VO_izm_24.01.2025.pdf,"{'обычные': 345, 'специальные': 1}",УЗ-1,346,.pdf,
Прочее\pravila_priema2024.pdf,{},NO_PDN,0,.pdf,
Прочее\pravila_priema2025.pdf,{},NO_PDN,0,.pdf,
Прочее\Pravila_priema_2025_20_yanvarya.pdf,{'обычные': 31},УЗ-3,31,.pdf,
Прочее\Pravila_priema_2025_na_sait.pdf,"{'обычные': 59, 'платёжные': 3, 'специальные': 2}",УЗ-1,64,.pdf,
Прочее\Pravila_priema_2025_v_SGUGiT_Bakalavriat_Specialitet.pdf,"{'обычные': 202, 'специальные': 2}",УЗ-1,204,.pdf,
Прочее\pravila_priema_asp_2025.pdf,{},NO_PDN,0,.pdf,
Прочее\Pravila_priema_bac_spec_2025.pdf,"{'обычные': 83, 'специальные': 1}",УЗ-1,84,.pdf,
Прочее\pravila_priema_SPO_2025.pdf,{},NO_PDN,0,.pdf,
Прочее\pravila_priema_v_bakalavriat_spetsialitet_bazov_vo_magistraturu_spets_vo_na_2025-26.pdf,"{'обычные': 135, 'специальные': 2}",УЗ-1,137,.pdf,
Прочее\President_Grants-2018-info.rtf,{'обычные': 1},УЗ-4,1,.rtf,
Прочее\price-2025.pdf,"{'обычные': 12, 'биометрические': 1}",УЗ-1,13,.pdf,
Прочее\Prikaz 143.pdf,{},NO_PDN,0,.pdf,
Прочее\Prikaz 1742.pdf,{},NO_PDN,0,.pdf,
Прочее\Prikaz 1778.pdf,{},NO_PDN,0,.pdf,
Прочее\Prikaz 18033_24.12.2015.pdf,{},NO_PDN,0,.pdf,
Прочее\Prikaz 183-ОД.pdf,{},NO_PDN,0,.pdf,
Прочее\prikaz 31 ot 17.01.2022.pdf,{},NO_PDN,0,.pdf,
Прочее\prikaz 32 ot 17.01.2022.pdf,{},NO_PDN,0,.pdf,
Прочее\prikaz 33 ot 17.01.2022.pdf,{},NO_PDN,0,.pdf,
Прочее\Prikaz 339-OD 19.12.2017.pdf,{},NO_PDN,0,.pdf,
Прочее\Prikaz 339-OD 29.09.2015.pdf,{},NO_PDN,0,.pdf,
Прочее\Prikaz 519 28.01.2015.pdf,{},NO_PDN,0,.pdf,
Прочее\Prikaz 578.pdf,{},NO_PDN,0,.pdf,
Прочее\Prikaz 601.pdf,"{'обычные': 206, 'специальные': 2}",УЗ-1,208,.pdf,
Прочее\Prikaz 734 01.06.2016.pdf,{},NO_PDN,0,.pdf,
Прочее\Prikaz 82-ОД.pdf,{},NO_PDN,0,.pdf,
Прочее\Prikaz П1196.pdf,{},NO_PDN,0,.pdf,
Прочее\Prikaz П1421.pdf,"{'обычные': 5, 'специальные': 1}",УЗ-1,6,.pdf,
Прочее\Prikaz%20323.pdf,{},NO_PDN,0,.pdf,
Прочее\prikaz-152.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\Prikaz-16124.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\Prikaz-1627.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\Prikaz-1643.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\Prikaz-1678.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\Prikaz-1724.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\Prikaz-1725.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\Prikaz-1801.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\Prikaz-1845.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\Prikaz-1845_Application1-Report.rtf,{'обычные': 1},УЗ-4,1,.rtf,
Прочее\Prikaz-1845_Application2-Act.rtf,{'обычные': 1},УЗ-4,1,.rtf,
Прочее\Prikaz-1846.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\Prikaz-1846_Application1-Report.rtf,{'обычные': 1},УЗ-4,1,.rtf,
Прочее\Prikaz-1846_Application2-Act.rtf,{'обычные': 1},УЗ-4,1,.rtf,
Прочее\Prikaz-1928.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\Prikaz-1928_Application1-Report_form.rtf,{'обычные': 1},УЗ-4,1,.rtf,
Прочее\Prikaz-1928_Application2-IC_codes.rtf,{'обычные': 1},УЗ-4,1,.rtf,
Прочее\Prikaz-200.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\prikaz-2423.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\prikaz-2428.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\Prikaz-293-OD_Bachelor-Specialist.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\Prikaz-363-OD.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\prikaz-393.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\Prikaz-428.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\Prikaz-789.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\Prikaz-876_Magistracy.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\prikaz320.pdf,{},NO_PDN,0,.pdf,
Прочее\prikaz35od.pdf,{},NO_PDN,0,.pdf,
Прочее\prikaz_10n_ot_26.07.2018.pdf,{},NO_PDN,0,.pdf,
Прочее\prikaz_11n_ot_26.07.2018.pdf,{},NO_PDN,0,.pdf,
Прочее\prikaz_12n_ot_26.07.2018.pdf,{},NO_PDN,0,.pdf,
Прочее\prikaz_13n_ot_26.07.2018.pdf,{},NO_PDN,0,.pdf,
Прочее\prikaz_1992.pdf,{},NO_PDN,0,.pdf,
Прочее\prikaz_33n_ot_29.08.2018.pdf,{},NO_PDN,0,.pdf,
Прочее\prikaz_34n_ot_29.08.2018.pdf,{},NO_PDN,0,.pdf,
Прочее\Prikaz_458.pdf,{},NO_PDN,0,.pdf,
Прочее\prikaz_808.pdf,{},NO_PDN,0,.pdf,
Прочее\prikaz_N_1010_1_ot_20.11.2018_.pdf,{},NO_PDN,0,.pdf,
Прочее\prikaz_N_1022_ot_21.11.2018_.pdf,{},NO_PDN,0,.pdf,
Прочее\prikaz_N_675_ot_30.08.2018_.pdf,{},NO_PDN,0,.pdf,
Прочее\Prikaz_П1203.pdf,{},NO_PDN,0,.pdf,
Прочее\Prikaz_П196.pdf,{},NO_PDN,0,.pdf,
Прочее\prikaz_П256-ОД.pdf,{},NO_PDN,0,.pdf,
Прочее\Prikaz_П555.pdf,{},NO_PDN,0,.pdf,
Прочее\prikl_mat.pdf,"{'обычные': 10, 'платёжные': 1, 'специальные': 1}",УЗ-1,12,.pdf,
Прочее\Pril1_akkred_lyceum_29.05.17_0.pdf,{},NO_PDN,0,.pdf,
Прочее\pril3_5.pdf,{},NO_PDN,0,.pdf,
Прочее\pril4.3Licen_29.01.16.pdf,{},NO_PDN,0,.pdf,
Прочее\pril8.2Licen_29.01.16.pdf,{},NO_PDN,0,.pdf,
Прочее\pril8.pdf,{},NO_PDN,0,.pdf,
Прочее\Prilogenie_Structural_division-report_form.rtf,{'обычные': 1},УЗ-4,1,.rtf,
Прочее\Prilojenie_1_5.pdf,{},NO_PDN,0,.pdf,
Прочее\Prilojenie_1_6 .pdf,{},NO_PDN,0,.pdf,
Прочее\Prilojenie_1_7.pdf,{},NO_PDN,0,.pdf,
Прочее\Prilojenie_Gel.pdf,{},NO_PDN,0,.pdf,
Прочее\Prilozhieniie.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\Pril_1.8.pdf,{},NO_PDN,0,.pdf,
Прочее\Pril_1.9.pdf,{},NO_PDN,0,.pdf,
Прочее\Pril_5.pdf,{},NO_PDN,0,.pdf,
Прочее\Prioritet_itogi.pdf,"{'обычные': 65, 'специальные': 2}",УЗ-1,67,.pdf,
Прочее\privacy_en.pdf,{},NO_PDN,0,.pdf,
Прочее\Problems.docx,{},NO_PDN,0,.docx,
Прочее\procedures-and-policies-for-maintenance.pdf,{},NO_PDN,0,.pdf,
Прочее\processing__agreement.pdf,"{'обычные': 121, 'государственные': 2, 'биометрические': 1, 'специальные': 2}",УЗ-1,126,.pdf,
Прочее\Procurement%20in%20Focus.pdf,{},NO_PDN,0,.pdf,
Прочее\products.json,{},NO_PDN,0,.json,
Прочее\products.schema.json,{},NO_PDN,0,.json,
Прочее\Prof.communication.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\program.pdf,"{'обычные': 52, 'биометрические': 1, 'специальные': 1}",УЗ-1,54,.pdf,
Прочее\programm.pdf,{},NO_PDN,0,.pdf,
Прочее\PROGRAMMA%20FESTIVAL.pdf,"{'обычные': 66, 'специальные': 2}",УЗ-1,68,.pdf,
Прочее\Program_Priority_directions.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\Progress%20report%20on%20the%20implementation%20of%20the%20Excellence%20Initiative%20-%20Research%20University%20by%20TUL.pdf,"{'обычные': 1, 'платёжные': 1, 'биометрические': 1}",УЗ-1,3,.pdf,
Прочее\progr_anatomy_2025.pdf,{},NO_PDN,0,.pdf,
Прочее\progr_bzhd_2025.pdf,{},NO_PDN,0,.pdf,
Прочее\progr_ee_2025.pdf,{},NO_PDN,0,.pdf,
Прочее\progr_eop_2025.pdf,{},NO_PDN,0,.pdf,
Прочее\progr_otvis_2025.pdf,{},NO_PDN,0,.pdf,
Прочее\progr_pmmvopd_2025.pdf,{},NO_PDN,0,.pdf,
Прочее\Prog_stud_conf_Dec_es_2024_esp.pdf,{},NO_PDN,0,.pdf,
Прочее\Prog_stud_conf_Dec_es_2024_rus.pdf,"{'обычные': 377, 'специальные': 2}",УЗ-1,379,.pdf,
Прочее\prot15-17-04-2015.pdf,{},NO_PDN,0,.pdf,
Прочее\Prot1_17.10.2024.pdf,"{'обычные': 8, 'государственные': 206, 'специальные': 2}",УЗ-1,216,.pdf,
Прочее\Prot2_20.02.2025.pdf,"{'обычные': 8, 'государственные': 190, 'специальные': 2}",УЗ-1,200,.pdf,
Прочее\Prot3_11.03.2025.pdf,"{'обычные': 7, 'государственные': 130, 'специальные': 2}",УЗ-1,139,.pdf,
Прочее\Prot4_17.07.2025.pdf,"{'обычные': 3, 'государственные': 125, 'специальные': 2}",УЗ-1,130,.pdf,
Прочее\Protoko n2 ot 2.11.21.pdf,{},NO_PDN,0,.pdf,
Прочее\Protokol N1 06.04.22.pdf,{},NO_PDN,0,.pdf,
Прочее\Protokol N2 26.05.21.pdf,{},NO_PDN,0,.pdf,
Прочее\Protokol N3 01.07.21.pdf,{},NO_PDN,0,.pdf,
Прочее\Protokol N3 2022.pdf,"{'обычные': 102, 'специальные': 2}",УЗ-1,104,.pdf,
Прочее\Protokol.pdf,{},NO_PDN,0,.pdf,
Прочее\Protokol_0.pdf,"{'обычные': 35, 'специальные': 2}",УЗ-1,37,.pdf,
Прочее\Protokol_04_02_2021.pdf,"{'обычные': 124, 'специальные': 1}",УЗ-1,125,.pdf,
Прочее\Protokol_1.pdf,"{'обычные': 50, 'специальные': 1}",УЗ-1,51,.pdf,
Прочее\protokol_17.pdf,{},NO_PDN,0,.pdf,
Прочее\protokol_18.pdf,{},NO_PDN,0,.pdf,
Прочее\protokol_19.pdf,{},NO_PDN,0,.pdf,
Прочее\Protokol_2.pdf,{},NO_PDN,0,.pdf,
Прочее\Protokol_20.pdf,"{'обычные': 85, 'специальные': 2}",УЗ-1,87,.pdf,
Прочее\protokol_21.pdf,"{'обычные': 44, 'специальные': 2}",УЗ-1,46,.pdf,
Прочее\protokol_25.pdf,"{'обычные': 43, 'специальные': 2}",УЗ-1,45,.pdf,
Прочее\Protokol_3_30.05.2023.pdf,{},NO_PDN,0,.pdf,
Прочее\Protokol_5_30.08.2023.pdf,{},NO_PDN,0,.pdf,
Прочее\Protokol_6_06.09.2023.pdf,"{'обычные': 162, 'специальные': 2}",УЗ-1,164,.pdf,
Прочее\Protokol_prez_N2.pdf,"{'обычные': 167, 'специальные': 2}",УЗ-1,169,.pdf,
Прочее\psih_obr.pdf,"{'обычные': 8, 'платёжные': 1}",УЗ-2,9,.pdf,
Прочее\Public Notice_GULF.pdf,{},NO_PDN,0,.pdf,
